Master Record Number,Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
902384360,2015,2,1,Weekend,100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,JEFFERSON & TENTH,39.17145984,-86.50680459
902384470,2015,1,7,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,9TH & COLLEGE,39.170544,-86.534768
902384482,2015,2,1,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,NORTH WALNUT,39.19396833,-86.53335146
902384628,2015,1,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST RHORER & SOUTH WALNUT STREET,39.12144,-86.526496
902384641,2015,2,1,Weekend,1500,2-Car,Incapacitating,IMPROPER TURNING,ATWATER & JORDAN,39.163168,-86.516384
902384754,2015,2,1,Weekend,1800,1-Car,No injury/unknown,IMPROPER TURNING,SR45E,39.21936967,-86.44920774
902384755,2015,1,7,Weekend,1800,1-Car,Incapacitating,RAN OFF ROAD RIGHT,HARRODSBURG & W POPCORN,38.85405138,-86.54503986
902384833,2015,1,7,Weekend,300,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,E CHAMBERS & SR37,39.30651541,-86.51481628
902385040,2015,2,2,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,1425 S CURRY & GIFFORD,39.156896,-86.582704
902385118,2015,2,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792
902385244,2015,2,2,Weekday,1100,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,SARE & SOUTH MEADOW,0,0
902385272,2015,2,2,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E COVENANTER & S CLARIZZ,39.15462032,-86.49176401
902385416,2015,2,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,11TH & VERNAL,39.17323818,-86.55512325
902385593,2015,2,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LIBERTY & THIRD,0,0
902385610,2015,2,2,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & LINCOLN,39.16144,-86.531056
902385962,2015,2,2,Weekday,1100,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HAWTHORNE,39.16309007,-86.52020998
902385987,2015,2,3,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KIMBLE & W 3RD,39.16464,-86.568
902386055,2015,2,3,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E WINSLOW & S WALNUT,39.136144,-86.528688
902386082,2015,2,3,Weekday,900,2-Car,No injury/unknown,VIEW OBSTRUCTED,SOUTH MULLER,39.16180998,-86.56743228
902386232,2015,2,3,Weekday,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY,39.149552,-86.575936
902386319,2015,2,3,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.16394547,-86.49833535
902386354,2015,2,3,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,10TH & UNION,39.171472,-86.509376
902386355,2015,2,3,Weekday,1600,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,NORTH WILLIS & WESTFIELD,39.18056,-86.543968
902386360,2015,2,3,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,S MONROE MEDICAL PARK,39.156144,-86.521648
902386361,2015,2,3,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,17TH & FESS,39.179008,-86.525888
902386362,2015,2,3,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832
902386414,2015,2,3,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2400 S WALNUT & S WALNUT ST,39.16664,-86.5336
902386429,2015,2,3,Weekday,1900,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LONGVIEW & PETE ELLIS,39.166944,-86.495056
902386455,2015,2,3,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & COLLEGE,39.171744,-86.534768
902386566,2015,2,4,Weekday,300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COPPER BEACH,39.15620685,-86.56997233
902386945,2015,2,4,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,EAST ATWATER & HAWTHORNE,39.163232,-86.520176
902386948,2015,2,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,DECKARD & SR45,39.173648,-86.481888
902386983,2015,2,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E WOODVIEW & SR46E,39.152,-86.3812
902386998,2015,2,1,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PARKING LOT 5 & WEST 45,0,0
902386999,2015,2,2,Weekday,1000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RATLIFF & STARNS,0,0
902387008,2015,2,4,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,JORDAN & LAW,39.173552,-86.515488
902387085,2015,2,4,Weekday,1300,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,MILO B SAMPSON & SR46E,39.18907166,-86.52171325
902387326,2015,2,4,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RANGE & STATE ROAD 46,0,0
902400431,2015,1,5,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FORREST PARK DR & SR46E,39.21205902,-86.58701324
902400432,2015,2,3,Weekday,2000,Bus,No injury/unknown,ROADWAY SURFACE CONDITION,W STATE ROAD 46,39.2512,-86.652504
902400433,2015,2,4,Weekday,1500,1-Car,No injury/unknown,DRIVER ILLNESS,SALE & SR46,39.23414396,-86.62434641
902400443,2015,2,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & SR46E,39.186352,-86.528496
902400766,2015,2,2,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,17TH & WALNUT GROVE,39.17896861,-86.52179368
902400974,2015,2,4,Weekday,1300,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR446S & WALDRIP,39.06173282,-86.41444601
902401070,2015,2,3,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,W GOURLEY,39.185232,-86.54060206
902401097,2015,2,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902401098,2015,2,2,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FOXWOOD,39.09659958,-86.52765655
902401099,2015,2,2,Weekday,1000,2-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,POPCORN & ROCKPORT,39.00366138,-86.58485006
902401113,2015,2,2,Weekday,1100,2-Car,No injury/unknown,IMPROPER PASSING,3RD & HAWTHORNE,39.16425012,-86.52009644
902401114,2015,2,3,Weekday,600,Bus,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E GENTRY & SR446S,39.15744,-86.471456
902401202,2015,2,3,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E COTTAGE & FORREST,39.17264,-86.522432
902401268,2015,2,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.164465,-86.54881114
902401463,2015,2,3,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & EAST 2ND,0,0
902401483,2015,2,6,Weekday,1400,2-Car,Non-incapacitating,UNSAFE BACKING,S COLLEGE MALL,39.15412578,-86.49786768
902401485,2015,2,3,Weekday,1700,Bus,No injury/unknown,OVERCORRECTING/OVERSTEERING,ATWATER & JORDAN,39.16307055,-86.51640172
902401518,2015,2,3,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,I69S & TAPP,39.13652039,-86.55490112
902401525,2015,2,3,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,3RD,39.16471431,-86.57198258
902401558,2015,2,3,Weekday,1800,2-Car,No injury/unknown,,E 7TH & N FORREST,39.16846991,-86.52233241
902401585,2015,2,3,Weekday,1600,Bus,No injury/unknown,IMPROPER PASSING,E 3RD & S JORDAN,39.16426018,-86.51639644
902401729,2015,2,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD,39.164752,-86.573104
902401751,2015,2,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792
902401834,2015,2,4,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,ANDY & CANTLIN,39.20146979,-86.58952027
902401835,2015,2,3,Weekday,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GILHAM & SR45W,39.12619019,-86.61423768
902401927,2015,2,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N HARTSTRAIT,39.19372177,-86.61161804
902402030,2015,2,4,Weekday,1200,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,THIRD & WOODLAWN,39.16426449,-86.5226336
902402081,2015,2,4,Weekday,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FULLERTON & SR37,39.12221377,-86.57112747
902402232,2015,2,4,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ROGERS & W GORDON,39.12156008,-86.53915978
902402244,2015,2,4,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & WALKER,39.16142978,-86.54615754
902402255,2015,2,3,Weekday,1600,2-Car,No injury/unknown,LEFT OF CENTER,S ROCKPORT & W ROCKEAST,39.56294552,-86.61335974
902402299,2015,2,4,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD,39.164848,-86.57961274
902402321,2015,2,4,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,ATWATER & JORDAN,39.163168,-86.516384
902402345,2015,2,4,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,N MORTON,39.173216,-86.536
902402346,2015,2,4,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S CORY & W 3RD,39.164544,-86.560096
902402479,2015,2,5,Weekday,600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & COLLEGE,39.17896,-86.53472
902402485,2015,2,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 8TH & N FESS,39.1696,-86.525712
902402718,2015,2,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HENDERSON,39.163344,-86.5272
902402881,2015,2,5,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN ROAD & SR37S,39.092976,-86.545648
902403110,2015,2,3,Weekday,2000,2-Car,Incapacitating,LEFT OF CENTER,LODGE & ROCKPORT,39.07883089,-86.59434062
902403119,2015,2,5,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HUNTER & WOODLAWN,39.18335789,-86.52263
902403132,2015,2,5,Weekday,1500,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIT & SR46W,39.20619965,-86.61134338
902403152,2015,2,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & SR46,39.18629,-86.52800767
902403188,2015,2,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FESS & THIRD,39.164448,-86.525792
902403226,2015,2,2,Weekday,2100,1-Car,No injury/unknown,UNSAFE SPEED,MT CARMEL & NORTH COUNTY LINE,39.296352,-86.684896
902403227,2015,2,4,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR45W & STANFORD,39.09012095,-86.66591732
902403245,2015,2,5,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45W,39.125312,-86.610496
902403246,2015,2,5,Weekday,1600,2-Car,No injury/unknown,IMPROPER LANE USAGE,CLEAR CREEK & S COLLEGE,39.111152,-86.5348
902403270,2015,2,4,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY & SR45W,39.142048,-86.582592
902403271,2015,2,4,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,S OLD STATE ROAD 37,39.137088,-86.53056
902403272,2015,2,5,Weekday,2000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S OLD SR 37,39.137088,-86.53056
902403517,2015,2,5,Weekday,1200,2-Car,Incapacitating,IMPROPER PASSING,3RD & LIBERTY,39.11173798,-86.57913006
902403545,2015,2,6,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,KIRKWOOD & WALNUT,39.16664,-86.53338831
902403572,2015,2,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,39.17168,-86.527024
902403604,2015,2,6,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,S ROGERS & W DODDS,39.157616,-86.538592
902403660,2015,2,6,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & S JEFFERSON,39.164304,-86.506992
902403874,2015,2,6,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GRAHAM & ROGERS,39.13992,-86.538416
902403881,2015,2,6,Weekday,1300,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,EAST 3RD & SR46E,39.16619049,-86.46728758
902403913,2015,2,6,Weekday,1400,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 7TH & N FORREST,39.16846653,-86.52117709
902403924,2015,2,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RIDGESPRINGS & SR46W,0,0
902403931,2015,2,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT,39.18650045,-86.53435337
902403941,2015,2,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FEE & SR45W,39.186032,-86.51984
902404009,2015,2,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,NORTH WALNUT & SR46,39.18716267,-86.53412019
902404010,2015,2,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH OAKDALE & SR45E,39.14976538,-86.56883016
902404096,2015,2,6,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N JENNER & N MT TABOR,39.32758974,-86.62634029
902404114,2015,2,6,Weekday,400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.18584,-86.537872
902404141,2015,2,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,S HENDERSTON,39.13727951,-86.5280075
902404165,2015,2,7,Weekend,800,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,1ST & COLLEGE,39.15944,-86.53488
902404167,2015,2,7,Weekend,800,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,2300 BLK VERNAL & LEMON,39.17693733,-86.55863439
902404196,2015,2,7,Weekend,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E CEDARWOOD,39.162352,-86.465488
902404215,2015,2,7,Weekend,1100,2-Car,No injury/unknown,IMPROPER LANE USAGE,N WALNUT & SR4546W,39.186368,-86.5344
902404220,2015,2,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,NORTH KINSER,39.187124,-86.53782337
902404222,2015,2,7,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3585 W BLOOMFIELD & BLOOMFIELD,39.148144,-86.572992
902404235,2015,2,6,Weekday,1200,2-Car,No injury/unknown,,FEE & LAW,39.173787,-86.51716386
902404302,2015,2,7,Weekend,1500,2-Car,No injury/unknown,IMPROPER TURNING,6TH & LINCOLN,39.16768436,-86.53081568
902404318,2015,2,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,39.31185648,-86.5127544
902404374,2015,2,7,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,S ROLLING RIDGE,39.133744,-86.50592
902404377,2015,2,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E BUICK CADILLAC,39.15825796,-86.49702465
902404397,2015,2,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR 37,39.12201105,-86.5709031
902404439,2015,2,7,Weekend,2100,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR 37 & SR46W,39.30670166,-86.5161972
902404465,2015,3,1,Weekend,0,2-Car,No injury/unknown,LEFT OF CENTER,COLLEGE MALL & SR46E,39.16424,-86.4984
902404474,2015,2,7,Weekend,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ALLEN & PATTERSON,39.15563017,-86.54330983
902404517,2015,3,1,Weekend,200,Bus,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 10TH & N JORDAN,39.171552,-86.515728
902404536,2015,3,1,Weekend,300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 1OTH,39.17275989,-86.50468596
902404541,2015,3,1,Weekend,100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 7TH & N SUNRISE,39.16853026,-86.51242017
902404624,2015,2,4,Weekday,1400,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S LEONARD SPRINGS,39.133808,-86.58258358
902404638,2015,3,1,Weekend,900,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16464,-86.53211918
902404808,2015,2,7,Weekend,2100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S KIRBY & SR48W,39.16504,-86.610704
902404906,2015,3,1,Weekend,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROGERS & SNODDY,39.13576,-86.489488
902404959,2015,3,1,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.15412578,-86.49786768
902404960,2015,3,1,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE,39.16115717,-86.53485253
902405042,2015,3,1,Weekday,2200,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,1ST & ROGERS,39.159504,-86.538592
902405062,2015,3,1,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,ROSE,39.1662177,-86.51097988
902405232,2015,2,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37N & VICTOR,39.09431839,-86.55906677
902405301,2015,3,2,Weekday,900,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DYER & N BLAIR,39.17529009,-86.54432974
902405432,2015,3,2,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,RATLIFF & THOMAS,39.21519851,-86.63041195
902405477,2015,3,2,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E VARSITY,39.182975,-86.529121
902405506,2015,3,2,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,E COVENANTER & S AUTO MALL,0,0
902405712,2015,3,2,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & FEE,39.17158912,-86.51939366
902405875,2015,3,2,Weekday,1500,2-Car,No injury/unknown,IMPROPER PASSING,E LAW & FEE,39.17392294,-86.51845431
902405880,2015,3,1,Weekday,2200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,10TH & UNION,39.171472,-86.509376
902405913,2015,3,2,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17157747,-86.51808392
902405951,2015,3,2,Weekday,1800,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & WOODBURN,39.178976,-86.536032
902405958,2015,3,2,Weekday,1800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S KINGSTON,39.16655822,-86.492816
902405959,2015,3,2,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37,39.20824,-86.554704
902405960,2015,3,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY,39.145264,-86.577616
902405967,2015,3,2,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & S OLD ST RD 37,39.12141994,-86.53134986
902406010,2015,3,2,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,S LANDMARK,39.1593799,-86.5537101
902406021,2015,3,1,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,15TH & NORTH WALNUT,39.176848,-86.533424
902406029,2015,3,2,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E MONROE DAM & SR37S,39.01996772,-86.53611979
902406038,2015,3,2,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,FRANKLIN & WEST THIRD,39.164688,-86.5712
902406049,2015,3,2,Weekday,1900,1-Car,Incapacitating,RAN OFF ROAD RIGHT,EAST THIRD & PARK RIDGE,39.16424,-86.476096
902406181,2015,3,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE & KIRKWOOD,39.16664,-86.53444718
902406339,2015,3,3,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,N JACKSON & W 17TH,39.179024,-86.539616
902409488,2015,3,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,3RD,39.16424,-86.49307941
902409612,2015,3,7,Weekend,1300,2-Car,No injury/unknown,IMPROPER TURNING,HIGHLAND & THIRD,39.16426229,-86.51775641
902409614,2015,3,7,Weekend,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & FORREST,39.17163022,-86.52237989
902409643,2015,3,7,Weekend,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,0,0
902409648,2015,3,7,Weekend,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46E & WALNUT,39.186368,-86.5344
902409665,2015,3,7,Weekend,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,CHAMBERS & SR37N,39.30947257,-86.51445927
902409795,2015,3,6,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,LEONARD SPRINGS,39.14107513,-86.58297729
902409798,2015,3,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,W WAMPLER,39.33501622,-86.59342205
902409947,2015,3,1,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PETE ELLIS & SR46E,39.16424,-86.495088
902409988,2015,3,1,Weekend,1400,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT,39.12392521,-86.52665691
902410072,2015,3,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37 & VERNAL,39.17645167,-86.56253061
902410100,2015,3,2,Weekday,100,1-Car,No injury/unknown,,KIRKWOOD & WALNUT,39.16658486,-86.5336078
902410123,2015,3,1,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16456,-86.5550845
902410186,2015,3,6,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,N FEE,39.17612549,-86.51898236
902410315,2015,3,2,Weekday,800,2-Car,Non-incapacitating,UNSAFE SPEED,17TH & FEE,39.1789307,-86.51916841
902410328,2015,3,2,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PATTERSON & S ROGERS,39.15379018,-86.53875008
902410684,2015,3,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,NORTH FAIRVIEW & WEST KIRKWOOD,39.166704,-86.5408
902410761,2015,3,1,Weekend,1700,2-Car,No injury/unknown,IMPROPER TURNING,NORTH COLLEGE & TENTH,0,0
902410776,2015,3,7,Weekend,1800,2-Car,No injury/unknown,,TENTH & UNION,39.17135171,-86.50945074
902410787,2015,3,2,Weekday,1600,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,SR37 & SR45W,39.148144,-86.572992
902410800,2015,3,2,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,E ATWATER,39.16335678,-86.51499176
902410823,2015,3,2,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH FESS,39.16406237,-86.52593381
902410866,2015,3,2,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,JORDAN & LINGELBACH,39.17714755,-86.51252555
902410891,2015,3,1,Weekday,2200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,N HARTSTRAIT & W MAJESTIC WOODS,39.2458553,-86.61127969
902410907,2015,3,2,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & KINGSTON,39.16424,-86.492944
902410908,2015,3,2,Weekday,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S WEIMER & W WAPEHANI,39.142608,-86.562048
902410953,2015,3,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE SPEED,17TH & N WOODLAWN,39.178992,-86.523504
902410967,2015,1,5,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,WALNUT & WINSLOW,39.13597025,-86.53111846
902411074,2015,2,6,Weekday,1400,2-Car,No injury/unknown,IMPROPER TURNING,CURRY & VERNAL,39.17650909,-86.58312857
902411075,2015,2,7,Weekend,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37S & TAPP,39.13704,-86.572896
902411077,2015,3,3,Weekday,900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S PATTERSON & W 3RD,39.16344009,-86.55128002
902411141,2015,3,3,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PATTERSON,39.16217342,-86.54991075
902411163,2015,3,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & CURRY,0,0
902411193,2015,3,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & THIRD,0,0
902411308,2015,3,3,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & SR45,39.14596012,-86.57747102
902411325,2015,3,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,S WASHINGTON,39.1710031,-86.5324
902411328,2015,3,3,Weekday,1800,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR37N & WEST VERNAL,39.17580534,-86.56344483
902411339,2015,3,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,E THIRD,39.0803299,-86.51473999
902411353,2015,3,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,N DUNN,39.180352,-86.5284
902411380,2015,3,3,Weekday,2100,2-Car,Non-incapacitating,IMPROPER LANE USAGE,FESS & THIRD,39.16427777,-86.52588752
